what,kind,bundleId,bundleVersion,description,time
opened,editor,com.adobe.flexbuilder.project.ui,4.0.0.272416,"com.adobe.flexbuilder.ui.StartPage",1283428898477
activated,editor,com.adobe.flexbuilder.project.ui,4.0.0.272416,"com.adobe.flexbuilder.ui.StartPage",1283428898487
started,bundle,org.eclipse.search,3.5.1.r351_v20090708-0800,"org.eclipse.search",1283428898866
started,bundle,org.eclipse.ltk.core.refactoring,3.5.0.v20090513-2000,"org.eclipse.ltk.core.refactoring",1283428898935
started,bundle,com.adobe.flexide.refactoring.core,4.0.0.272416,"com.adobe.flexide.refactoring.core",1283428899172
started,bundle,org.eclipse.ltk.ui.refactoring,3.4.101.r352_v20100209,"org.eclipse.ltk.ui.refactoring",1283428899183
opened,view,com.adobe.flexbuilder.as.editor,4.0.0.272416,"com.adobe.flexbuilder.packageexplorer",1283428899260
opened,view,com.adobe.flexbuilder.mxml.editor,4.0.0.272416,"com.adobe.flexbuilder.mxml.editor.inspector.view.PropertiesView",1283428899451
opened,view,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.views.ProblemView",1283428899493
started,bundle,com.adobe.flexbuilder.debug,4.0.0.272416,"com.adobe.flexbuilder.debug",1283428899654
activated,perspective,com.adobe.flexbuilder.mxml.editor,4.0.0.272416,"com.adobe.flexbuilder.editors.mxml.ui.perspectives.development",1283428899732
started,bundle,com.adobe.flexide.externaleditors,4.0.0.272416,"com.adobe.flexide.externaleditors",1283428901362
started,bundle,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui",1283428901787
started,bundle,org.eclipse.compare.core,3.5.0.I20090430-0408,"org.eclipse.compare.core",1283428901926
started,bundle,com.adobe.flexide.designitems,4.0.0.272416,"com.adobe.flexide.designitems",1283428902076
started,bundle,com.adobe.flexbuilder.designview,4.0.0.272416,"com.adobe.flexbuilder.designview",1283428902091
opened,editor,com.adobe.flexbuilder.mxml.editor,4.0.0.272416,"com.adobe.flexbuilder.editors.mxml.MXMLEditor",1283428902157
activated,editor,com.adobe.flexbuilder.mxml.editor,4.0.0.272416,"com.adobe.flexbuilder.editors.mxml.MXMLEditor",1283428902470
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283428902528
started,bundle,com.adobe.flexbuilder.css.editor,4.0.0.272416,"com.adobe.flexbuilder.css.editor",1283428902774
